Domains,Labels,Sources
antia.libro.online.ivirus.ru,0,clean
antibioticsforcoronavirus.com,1,['Fortinet']
antibodies-covid19.com,0,clean
antibodies-covid19.ws,0,clean
antibodies4covid19.com,1,['Fortinet']
antibody4covid.com,1,['Fortinet']
antibodycovid.com,0,clean
antibodycovid19test.de,0,clean
antibodycovidtest.com,1,['Fortinet']
antibodytestcovid19.org,1,['Fortinet']
antibodytestingcovid-19.com,1,['Sophos']
anticarona.com,1,['Fortinet']
antichinesevirus.com,1,['Fortinet']
anticoranavirus.fr,1,['Fortinet']
anticoromask.co,1,['Fortinet']
anticoromask.com,1,['Fortinet']
anticorona-19.com,1,['Fortinet']
anticorona-betaalpas-rabo.online,1,['Fortinet']
anticorona-betaalpas-rabo.xyz,1,"['Cyan', 'Fortinet']"
anticorona-virus.com,1,"['Kaspersky', 'Sophos', 'CRDF', 'Fortinet']"
anticorona.blog,1,['Fortinet']
anticorona.club,1,"['Forcepoint ThreatSeeker', 'CRDF', 'Fortinet']"
anticorona.co,1,['Fortinet']
anticorona.co.il,1,['Fortinet']
anticorona.co.uk,1,['Fortinet']
anticorona.com,0,clean
anticorona.doctor,1,['Fortinet']
anticorona.ga,1,['Fortinet']
anticorona.help,0,clean
anticorona.in,1,['Fortinet']
anticorona.info,1,['Fortinet']
anticorona.io,0,clean
anticorona.ir,0,clean
anticorona.kz,0,clean
anticorona.land,1,['Fortinet']
anticorona.life,1,['Fortinet']
anticorona.live,1,['Fortinet']
anticorona.lt,1,['Fortinet']
anticorona.ltd,1,['Fortinet']
anticorona.ma,0,clean
anticorona.news,1,['Fortinet']
anticorona.nu,0,clean
anticorona.online,1,['Fortinet']
anticorona.pro,1,['Fortinet']
anticorona.ps,1,['Fortinet']
anticorona.rs,0,clean
anticorona.shop,1,['Fortinet']
anticorona.site,1,['Fortinet']
anticorona.solutions,1,['Fortinet']
anticorona.space,1,['Fortinet']
anticorona.store,1,['Fortinet']
anticorona.tech,1,['Fortinet']
anticorona.uk,1,['Fortinet']
anticorona.vip,1,['Fortinet']
anticorona.world,1,['Fortinet']
anticorona.xyz,1,['Fortinet']
anticorona.zone,1,['Fortinet']
anticorona0911.de,1,['Fortinet']
anticorona19.com,1,['Fortinet']
anticorona19.net,1,"['ADMINUSLabs', 'Quick Heal']"
anticorona19coin.com,1,['Fortinet']
anticorona19coin.de,1,['Fortinet']
anticorona19coin.eu,1,['Fortinet']
anticorona19coin.org,1,['Fortinet']
anticorona19protectionshields.com,0,clean
anticorona2019.com,1,['Fortinet']
anticorona2020.com,1,['Fortinet']
anticorona2020.org,1,['Fortinet']
anticorona24.com,1,['Fortinet']
anticorona24.de,0,clean
anticorona24.eu,1,['Fortinet']
anticorona24.shop,1,['Fortinet']
anticorona9.com,0,clean
anticorona9.online,1,['Fortinet']
anticoronaabusinessowner.com,1,['Fortinet']
anticoronacenter.com,1,['Fortinet']
anticoronacenter.eu,1,['Fortinet']
anticoronachip.com,1,['Fortinet']
anticoronachips.com,1,['Fortinet']
anticoronaclinic.com,1,['Fortinet']
anticoronaclinic.eu,1,['Fortinet']
anticoronaclinic.shop,0,clean
anticoronaclothingco.com,1,['Fortinet']
anticoronaclubusa.com,1,['Fortinet']
anticoronaconsulting.com,1,['Fortinet']
anticoronacovid.com,1,['Fortinet']
anticoronacovid19.com,1,['Fortinet']
anticoronaequipments.com,1,['Fortinet']
anticoronafacemasks.com,1,['Fortinet']
anticoronafilter.com,1,['Fortinet']
anticoronagels.com,1,['Fortinet']
anticoronagermsupply.com,1,['Fortinet']
anticoronagids.nl,1,['Fortinet']
anticoronahandgel.com,1,['Fortinet']
anticoronahats.com,1,['Fortinet']
anticoronaherbal.com,1,['Fortinet']
anticoronaherbal.store,1,['Fortinet']
anticoronaherbals.com,1,['Fortinet']
anticoronaherbs.com,1,['Fortinet']
anticoronainjection.com,1,['Fortinet']
anticoronainjections.com,1,['Fortinet']
anticoronakapjes.nl,1,['Fortinet']
anticoronakit.com,1,['Fortinet']
anticoronakit.nl,0,clean
anticoronakit.xyz,1,['Fortinet']
anticoronakits.com,1,['Fortinet']
anticoronamap.com,1,['Fortinet']
anticoronamask.eu,1,"['AegisLab WebGuard', 'Kaspersky', 'CyRadar', 'Fortinet']"
anticoronamask.in,1,['Fortinet']
anticoronamask.net,1,['Fortinet']
anticoronamask.nl,1,['Fortinet']
anticoronamask.org,1,['Fortinet']
anticoronamask.shop,1,['Fortinet']
anticoronamask.store,1,['Fortinet']
anticoronamaske.de,1,['Fortinet']
anticoronamasker.com,1,['Fortinet']
anticoronamasks.com,1,['Fortinet']
anticoronamasks95.com,1,['Fortinet']
anticoronamaster.com,1,['Fortinet']
anticoronamed.com,1,['Fortinet']
anticoronamedication.com,1,['Fortinet']
anticoronamedorg.com,1,['Fortinet']
anticoronameds.com,1,['Fortinet']
anticoronanet.com,1,['Fortinet']
anticoronapack.com,1,['Fortinet']
anticoronapack.xyz,1,"['Cyan', 'Fortinet']"
anticoronaparty.com,1,['Fortinet']
anticoronapharma.com,1,['Fortinet']
anticoronapill.com,1,['Fortinet']
anticoronapills.com,1,['Fortinet']
anticoronaproducten.nl,1,['Fortinet']
anticoronaproducts.com,1,"['Kaspersky', 'Antiy-AVL', 'Forcepoint ThreatSeeker', 'ESTsecurity-Threat Inside', 'Fortinet']"
anticoronarvirus.com,1,['Fortinet']
anticoronas.com,1,['Fortinet']
anticoronasanitizer.com,1,['Fortinet']
anticoronascherm.nl,0,clean
anticoronaschild.be,0,clean
anticoronaschild.com,1,['Fortinet']
anticoronaschild.nl,0,clean
anticoronaservice.com,1,['Fortinet']
anticoronashop.eu,0,clean
anticoronashop.net,1,['Fortinet']
anticoronasocialclub.com,1,['Fortinet']
anticoronasocialclub.de,1,['Fortinet']
anticoronaspray.com,1,['Fortinet']
anticoronasprey.com,1,['Fortinet']
anticoronastore.com,1,"['Kaspersky', 'Sophos', 'CRDF', 'Fortinet']"
anticoronasupplies.com,1,['Fortinet']
anticoronasupply.com,1,['Fortinet']
anticoronataskforce.com,1,['Fortinet']
anticoronathings.com,1,['Fortinet']
anticoronatr.com,0,clean
anticoronausa.com,1,['Fortinet']
anticoronav.com,1,['Fortinet']
anticoronavaccination.com,1,['Fortinet']
anticoronavaccine.com,1,['Fortinet']
anticoronavid-19.com,1,['Fortinet']
anticoronavir.com,1,['Fortinet']
anticoronavir.us,1,['Fortinet']
anticoronaviral.com,1,['Fortinet']
anticoronaviris.com,1,['Fortinet']
anticoronaviru.com,1,['Fortinet']
anticoronavirus-19.com,1,['Fortinet']
anticoronavirus-covid-19.com,1,['Fortinet']
anticoronavirus-covid-19.fr,1,['Fortinet']
anticoronavirus-france.fr,1,['Fortinet']
anticoronavirus-hope.com,1,['Fortinet']
anticoronavirus-masks.com,1,"['Kaspersky', 'Forcepoint ThreatSeeker', 'Sophos', 'CRDF', 'Fortinet']"
anticoronavirus-masks.gov.ge,0,clean
anticoronavirus-technology.co.uk,1,['Fortinet']
anticoronavirus.altervista.org,0,clean
anticoronavirus.asia,1,['Fortinet']
anticoronavirus.at,1,"['Kaspersky', 'Sophos', 'Fortinet']"
anticoronavirus.be,1,['Fortinet']
anticoronavirus.belworld.net,1,['G-Data']
anticoronavirus.biz,1,['Fortinet']
anticoronavirus.blog,1,['Fortinet']
anticoronavirus.blogspot.com,0,clean
anticoronavirus.ca,1,['Fortinet']
anticoronavirus.center,1,['Fortinet']
anticoronavirus.ch,1,['Fortinet']
anticoronavirus.cl,1,"['Kaspersky', 'Forcepoint ThreatSeeker', 'Sophos', 'CRDF', 'Fortinet']"
anticoronavirus.cloud,1,['Fortinet']
anticoronavirus.club,1,"['Cyan', 'Fortinet']"
anticoronavirus.cn,1,['Fortinet']
anticoronavirus.co,1,['Fortinet']
anticoronavirus.co.kr,1,['Fortinet']
anticoronavirus.co.uk,1,['Fortinet']
anticoronavirus.com,1,['Fortinet']
anticoronavirus.com.au,1,['Fortinet']
anticoronavirus.com.br,1,['Fortinet']
anticoronavirus.com.ng,1,['Fortinet']
anticoronavirus.com.ua,1,['Fortinet']
anticoronavirus.cz,1,['Fortinet']
anticoronavirus.de,1,['Fortinet']
anticoronavirus.es,1,['Fortinet']
anticoronavirus.eu,1,['Fortinet']
anticoronavirus.fr,1,['Fortinet']
anticoronavirus.global,1,['Fortinet']
anticoronavirus.gov.ge,0,clean
anticoronavirus.in,1,['Fortinet']
anticoronavirus.info,1,['Fortinet']
anticoronavirus.io,1,['Fortinet']
anticoronavirus.ir,1,['Fortinet']
anticoronavirus.it,1,['Fortinet']
anticoronavirus.jp,1,['Fortinet']
anticoronavirus.life,1,['Fortinet']
anticoronavirus.live,1,['Fortinet']
anticoronavirus.me,1,['Fortinet']
anticoronavirus.moscow,1,['Fortinet']
anticoronavirus.net,1,['Fortinet']
anticoronavirus.news,1,['Fortinet']
anticoronavirus.nl,1,['Fortinet']
anticoronavirus.online,1,['Fortinet']
anticoronavirus.org,1,['Fortinet']
anticoronavirus.pl,1,['Fortinet']
anticoronavirus.pro,1,['Fortinet']
anticoronavirus.re,1,"['Forcepoint ThreatSeeker', 'CRDF', 'Fortinet']"
anticoronavirus.ro,0,clean
anticoronavirus.ru,1,['Kaspersky']
anticoronavirus.shop,1,['Fortinet']
anticoronavirus.site,1,"['Kaspersky', 'G-Data', 'Sophos', 'Fortinet']"
anticoronavirus.sk,1,['Fortinet']
anticoronavirus.software,1,['Fortinet']
anticoronavirus.solutions,1,['Fortinet']
anticoronavirus.store,1,['Fortinet']
anticoronavirus.store.cutestat.com,0,clean
anticoronavirus.support,1,['Fortinet']
anticoronavirus.tech,1,['Fortinet']
anticoronavirus.tilda.ws,0,clean
anticoronavirus.today,1,['Fortinet']
anticoronavirus.top,1,['Fortinet']
anticoronavirus.us,1,['Fortinet']
anticoronavirus.website,1,['Fortinet']
anticoronavirus19.com,1,['Fortinet']
anticoronavirus20.myshopify.com,0,clean
anticoronavirus2020.com,1,['Fortinet']
anticoronavirus24.online,1,['Fortinet']
anticoronavirus24.ru,1,"['Kaspersky', 'Sophos', 'CRDF', 'Fortinet']"
anticoronavirusarmy.com,1,['Fortinet']
anticoronavirusbay.com,1,['Fortinet']
anticoronaviruscare.com,1,['Fortinet']
anticoronavirusclub.com,1,['Fortinet']
anticoronavirusdiet.com,1,['Fortinet']
anticoronavirusdrug.com,1,['Fortinet']
anticoronavirusdrugs.com,1,['Fortinet']
anticoronaviruses.com,1,['Fortinet']
anticoronavirusfacemask.co.uk,1,['Fortinet']
anticoronavirusfacemask.com,1,['Fortinet']
anticoronavirusfacemask.net,1,['Fortinet']
anticoronavirusfacemask.org,1,['Fortinet']
anticoronavirusfacemasks.com,1,['Fortinet']
anticoronavirusgel.com,1,['Fortinet']
anticoronavirusgel.es,1,['Fortinet']
anticoronavirusgel.eu,1,['Fortinet']
anticoronavirusgel.net,1,['Fortinet']
anticoronavirusgel.net.clearwebstats.com,0,clean
anticoronavirusgel.online,1,['Fortinet']
anticoronavirusgh.com,1,['Fortinet']
anticoronavirusghana.com,1,['Fortinet']
anticoronavirusglove.com,1,['Fortinet']
anticoronavirusgloves.com,1,['Fortinet']
anticoronavirushealth.com,1,['Fortinet']
anticoronavirushealthinfo.com,1,"['Antiy-AVL', 'Fortinet']"
anticoronavirushelp.com,1,['Fortinet']
anticoronavirushypnose.de,1,['Fortinet']
anticoronavirusinfo.com,1,['Fortinet']
anticoronaviruskit.com,1,['Fortinet']
anticoronaviruskit.xyz,1,['Fortinet']
anticoronaviruskits.com,1,['Fortinet']
anticoronavirusla.com,1,['Fortinet']
anticoronavirusmask.com,1,['Fortinet']
anticoronavirusmask.myshopify.com,0,clean
anticoronavirusmasks.co.uk,1,['Fortinet']
anticoronavirusmasks.com,1,['Fortinet']
anticoronavirusmasque.com,1,['Fortinet']
anticoronavirusmovie.com,1,['Fortinet']
anticoronaviruspack.com,1,['Fortinet']
anticoronaviruspackage.com,1,['Fortinet']
anticoronaviruspackages.com,1,['Fortinet']
anticoronavirusplan.com,1,['Fortinet']
anticoronaviruspro.icu,1,"['Forcepoint ThreatSeeker', 'Fortinet']"
anticoronavirusproductions.com,1,['Fortinet']
anticoronavirusproducts.com,1,['Fortinet']
anticoronavirusprogram.com,1,['Fortinet']
anticoronavirusprogram.eu,1,['Fortinet']
anticoronavirusrebellion.com,1,['Fortinet']
anticoronavirusscherm.be,1,['Fortinet']
anticoronavirusscherm.com,1,"['Antiy-AVL', 'Fortinet']"
anticoronavirusscherm.nl,1,['Fortinet']
anticoronavirussell.com,1,"['Sangfor', 'G-Data', 'Forcepoint ThreatSeeker', 'CRDF', 'Fortinet']"
anticoronavirusshop.com,1,['Fortinet']
anticoronavirusspray.com,1,['Fortinet']
anticoronavirusstore.co.uk,0,clean
anticoronavirusstore.com,1,['Fortinet']
anticoronavirussupplier.com,1,['Fortinet']
anticoronavirussupplies.com,1,['Fortinet']
anticoronavirustechnology.co.uk,1,['Fortinet']
anticoronavirustechnology.com,1,['Fortinet']
anticoronavirustechnology.net,1,['Fortinet']
anticoronavirustechnology.uk,1,['Fortinet']
anticoronavirustechnologys.co.uk,1,['Fortinet']
anticoronavirustienda.com,1,['Fortinet']
anticoronavirustips.com,1,['Fortinet']
anticoronavirusu.com,1,['Fortinet']
anticoronaviruswholesale.com,1,['Fortinet']
anticoronaviruz.com,1,['Fortinet']
anticoronax.com,1,['Fortinet']
anticorono.com,0,clean
anticorono.eu,1,['Fortinet']
anticoronovirus.online,1,['Fortinet']
anticoronovirus.ru,1,"['Kaspersky', 'G-Data', 'Sophos', 'Fortinet']"
anticorvirus.com,1,['Fortinet']
anticovid-19.best,1,['Fortinet']
anticovid-19.chinestate.com,1,['Fortinet']
anticovid-19.club,1,['Fortinet']
anticovid-19.co.uk,1,"['Sangfor', 'Kaspersky', 'Antiy-AVL', 'Forcepoint ThreatSeeker', 'Certego', 'Sophos', 'Fortinet']"
anticovid-19.com,1,['Fortinet']
anticovid-19.com.br,0,clean
anticovid-19.info,1,['Fortinet']
anticovid-19.it,1,"['Kaspersky', 'Sophos', 'CRDF', 'Fortinet']"
anticovid-19.net,1,['Fortinet']
anticovid-19.online,1,['Fortinet']
anticovid-19.org,1,['Fortinet']
anticovid-19.pl,1,['Fortinet']
anticovid-19.ru,1,"['Kaspersky', 'Sophos', 'CRDF', 'Fortinet']"
anticovid-19.shop,1,['Fortinet']
anticovid-19.site,1,['Fortinet']
anticovid-19.store,1,['Fortinet']
anticovid-19brush.com,0,clean
anticovid-19brushforgums.com,0,clean
anticovid-19coin.com,1,['Fortinet']
anticovid-19coin.de,1,['Fortinet']
anticovid-19coin.eu,1,['Fortinet']
anticovid-19coin.net,1,['Fortinet']
anticovid-19coin.org,1,['Fortinet']
anticovid-19fund.ru,1,"['Kaspersky', 'G-Data', 'Sophos', 'Fortinet']"
anticovid-19mask.xyz,1,['Fortinet']
anticovid-19pakket.nl,1,['Fortinet']
anticovid-19toothbrush.com,0,clean
anticovid-19virus.com,1,['Fortinet']
anticovid-2019.ru,1,"['Kaspersky', 'Sophos', 'Fortinet']"
anticovid-desinfekce.cz,1,['Fortinet']
anticovid-mask.com,1,"['Sangfor', 'Kaspersky', 'Sophos', 'CRDF', 'Fortinet']"
anticovid-shop.com,1,['Fortinet']
anticovid-shop.fr,0,clean
anticovid-shop.sk,0,clean
anticovid-sport.ru,0,clean
anticovid-test.ru,1,['Kaspersky']
anticovid.amocrm.ru,0,clean
anticovid.be,0,clean
anticovid.cat,0,clean
anticovid.center,0,clean
anticovid.cloud,1,['Fortinet']
anticovid.club,0,clean
anticovid.co,1,['Fortinet']
anticovid.co.kr,0,clean
anticovid.com,1,['Fortinet']
anticovid.com.br,0,clean
anticovid.com.pl,1,['Fortinet']
anticovid.com.ua,1,"['AegisLab WebGuard', 'Kaspersky', 'ADMINUSLabs', 'Sophos', 'Fortinet']"
anticovid.cz,0,clean
anticovid.de,1,['Fortinet']
anticovid.dk,0,clean
anticovid.eu,1,['Fortinet']
anticovid.fiosprepaid.com,0,clean
anticovid.fr,1,['Fortinet']
anticovid.in,1,['Fortinet']
anticovid.info,1,['Fortinet']
anticovid.ir,0,clean
anticovid.it,1,['Fortinet']
anticovid.kiev.ua,0,clean
anticovid.ksu24.com.ua,0,clean
anticovid.life,1,['Fortinet']
anticovid.link,0,clean
anticovid.live,1,['Fortinet']
anticovid.lv,1,['Fortinet']
anticovid.me,0,clean
anticovid.mx,1,['Fortinet']
anticovid.news7.eu,0,clean
anticovid.online,1,['Fortinet']
anticovid.org,1,['Fortinet']
anticovid.pl,1,['Fortinet']
anticovid.ro,1,"['Kaspersky', 'Sophos', 'CRDF']"
anticovid.ru,1,"['Kaspersky', 'Sophos', 'Fortinet']"
anticovid.shop,1,['Fortinet']
anticovid.site,1,['Fortinet']
anticovid.sk,1,['Fortinet']
anticovid.solutions,0,clean
anticovid.store,1,['Fortinet']
anticovid.taobao.com,0,clean
anticovid.top,0,clean
anticovid.ugskdms.prestage.vm.buroburo.tech,0,clean
anticovid.ugskdms.stage.vm.buroburo.tech,0,clean
anticovid.us,0,clean
anticovid.xyz,1,"['Forcepoint ThreatSeeker', 'Sophos', 'Fortinet']"
anticovid19-mask.online,1,['Fortinet']
anticovid19-pharmacy.com,1,"['Sangfor', 'G-Data', 'Antiy-AVL', 'Forcepoint ThreatSeeker', 'Fortinet']"
anticovid19.app,1,['Fortinet']
anticovid19.best,1,['Fortinet']
anticovid19.best.cutestat.com,0,clean
anticovid19.blog,1,['Fortinet']
anticovid19.center,1,['Fortinet']
anticovid19.ch,1,['Fortinet']
anticovid19.cl,1,['Fortinet']
anticovid19.co,1,['Fortinet']
anticovid19.co.kr,1,['Fortinet']
anticovid19.co.uk,1,['Fortinet']
anticovid19.com,1,['Fortinet']
anticovid19.com.au,1,['Fortinet']
anticovid19.com.pl,0,clean
anticovid19.com.ua,1,['Fortinet']
anticovid19.cz,0,clean
anticovid19.de,1,['Fortinet']
anticovid19.dfyhero.com,0,clean
anticovid19.es,1,['Fortinet']
anticovid19.eu,1,['Fortinet']
anticovid19.fr,1,['Fortinet']
anticovid19.icu,1,['Fortinet']
anticovid19.id,0,clean
anticovid19.in,0,clean
anticovid19.ind.br,0,clean
anticovid19.info,1,['Fortinet']
anticovid19.it,1,['Fortinet']
anticovid19.kz,1,['Fortinet']
anticovid19.life,1,['Fortinet']
anticovid19.lv,1,['Fortinet']
anticovid19.market,1,['Fortinet']
anticovid19.moscow,1,['Fortinet']
anticovid19.mx,1,['Fortinet']
anticovid19.net,1,['Fortinet']
anticovid19.nl,1,['Fortinet']
anticovid19.online,1,['Fortinet']
anticovid19.org,1,['Fortinet']
anticovid19.pl,1,['Fortinet']
anticovid19.pro,1,['Fortinet']
anticovid19.ro,1,['Fortinet']
anticovid19.ru,1,"['Kaspersky', 'Sophos', 'Fortinet']"
anticovid19.shop,1,['Fortinet']
anticovid19.site,1,['Fortinet']
anticovid19.sk,1,"['Forcepoint ThreatSeeker', 'Fortinet']"
anticovid19.social,1,['Fortinet']
anticovid19.solutions,1,['Fortinet']
anticovid19.store,1,['Fortinet']
anticovid19.supplies,1,['Fortinet']
anticovid19.today,1,['Fortinet']
anticovid19.top,1,['Fortinet']
anticovid19.uk,1,['Fortinet']
anticovid19.us,0,clean
anticovid19.vip,1,"['CRDF', 'Fortinet']"
anticovid19.xyz,1,['Fortinet']
anticovid19araras.life,1,['Fortinet']
anticovid19brush.com,0,clean
anticovid19brushforgums.com,0,clean
anticovid19bydcm.com,1,['Fortinet']
anticovid19club.aternos.me,0,clean
anticovid19coin.com,1,['Fortinet']
anticovid19coin.de,1,['Fortinet']
anticovid19coin.eu,1,['Fortinet']
anticovid19coin.info,1,"['Antiy-AVL', 'Fortinet']"
anticovid19coin.net,1,['Fortinet']
anticovid19coin.org,1,['Fortinet']
anticovid19coin.site,1,"['Antiy-AVL', 'Fortinet']"
anticovid19coin.tech,1,['Fortinet']
anticovid19csgo.000webhostapp.com,0,clean
anticovid19drug.com,1,['Fortinet']
anticovid19drugs.com,1,['Fortinet']
anticovid19kit.com,1,['Fortinet']
anticovid19l.myshopify.com,0,clean
anticovid19mask.xyz,1,['Fortinet']
anticovid19pack.com,1,['Fortinet']
anticovid19screensaver.com,0,clean
anticovid19serum.net,1,['Fortinet']
anticovid19shop.cz,1,['Fortinet']
anticovid19socialclub.com,1,['Fortinet']
anticovid19squad.com,1,['Fortinet']
anticovid19supply.com,1,"['Kaspersky', 'Forcepoint ThreatSeeker', 'Sophos', 'Fortinet']"
anticovid19test.ws,0,clean
anticovid19toothbrush.com,0,clean
anticovid19tw.org,0,clean
anticovid19vaccine.com,1,['Fortinet']
anticovid19virus.com,1,['Fortinet']
anticovid20.com,0,clean
anticovid2019.com,1,"['Antiy-AVL', 'Forcepoint ThreatSeeker', 'Fortinet']"
anticovid2019.ru,1,"['Kaspersky', 'G-Data', 'Sophos', 'Fortinet']"
anticovid2019.store,1,['Fortinet']
anticovid2019.zaranka.co,0,clean
anticovid2020.cn,1,['Fortinet']
anticovid2020.com,1,['Fortinet']
anticovid2020.eu,1,['Fortinet']
anticovid2020.ru,1,"['CRDF', 'Fortinet']"
anticovid24.de,0,clean
anticovid9teen.com,1,['Fortinet']
anticovidactivists.com,0,clean
anticovidalcolspray.com,0,clean
anticovidanicespray.it,0,clean
anticovidarmor.com,1,['Fortinet']
anticovidblood.com,1,['Fortinet']
anticovidbodies.com,1,['Fortinet']
anticovidbox.online,0,clean
anticovidbox.ru,0,clean
anticovidbrush.com,0,clean
anticovidbrushforgums.com,0,clean
anticovidcaffespray.it,0,clean
anticovidcanarias.com,0,clean
anticovidclub.com,0,clean
anticovidcoronavirus.com,1,['Fortinet']
anticovidcoronavirus.fr,1,['Fortinet']
anticoviddonor.com,0,clean
anticoviddychani.cz,1,['Fortinet']
anticovideo.com.ipaddress.com,0,clean
anticovidfolie.sk,1,['Fortinet']
anticovidforce.com,0,clean
anticovidfrance.com,0,clean
anticovidfrance.org,0,clean
anticovidgear.com,0,clean
anticovidgel.com,0,clean
anticovidgel.de,0,clean
anticovidgel.pl,0,clean
anticovidgel.sk,0,clean
anticovidgloves.com,0,clean
anticovidhijab.com,0,clean
anticovidindia.com,1,"['ADMINUSLabs', 'Fortinet']"
anticovidinhaler.com,0,clean
anticovidiot.com,1,['Fortinet']
anticovidiots.com,1,['Fortinet']
anticovidium.eu,1,['Fortinet']
anticovidkey.com,0,clean
anticovidkey.net,0,clean
anticovidkiller.com,0,clean
anticovidkiller.eu,1,['Fortinet']
anticovidkit.com,1,['Fortinet']
anticovidkits.com,1,['Fortinet']
anticovidlemonspray.com,1,['Fortinet']
anticovidmask.com,1,['Fortinet']
anticovidmask.org,1,['Fortinet']
anticovidmask.shop,0,clean
anticovidmask.xyz,1,['Fortinet']
anticovidmasks.com,1,['Fortinet']
anticovidnineteen.com,1,['Fortinet']
anticovidorganization.com,0,clean
anticovidpack.com,1,['Fortinet']
anticovidpaint.com,0,clean
anticovidpharma.com,1,['Fortinet']
anticovidplus.net,0,clean
anticovidpositive.com,1,['Fortinet']
anticovidpraha.cz,0,clean
anticovidpro.com,1,['Fortinet']
anticovidpro.cz,1,['Fortinet']
anticovidprojects.org,0,clean
anticovidprotection.com,0,clean
anticovidrestaurantmenu.com,0,clean
anticovidrobot.com,0,clean
anticovids.com,0,clean
anticovids.ru,0,clean
anticovids19.com,1,"['G-Data', 'Forcepoint ThreatSeeker', 'CRDF', 'Fortinet']"
anticovidsambucaspray.it,0,clean
anticovidscarf.com,0,clean
anticovidshop.com,1,['Fortinet']
anticovidshop.de,0,clean
anticovidshop.nl,0,clean
anticovidshop.online,0,clean
anticovidshop.org,0,clean
anticovidstore.com,1,"['Forcepoint ThreatSeeker', 'Sophos', 'Fortinet']"
anticovidstore.fr,0,clean
anticovidstore.in,0,clean
anticovidstore.online,0,clean
anticovidstoreonline.it,1,['Fortinet']
anticovidtoothbrush.com,0,clean
anticovidtv.com,0,clean
anticovidunit.com,1,['Fortinet']
anticovidvirus.com,1,['Fortinet']
anticronavirus.com,1,['Fortinet']
anticuerposcovid19.com,0,clean
antidotcovid.ro,0,clean
antidote-coronavirus.com,1,['Fortinet']
antidotecorona.com,1,['Fortinet']
antidotecoronavirus.com,1,['Fortinet']
antidotecovid19.com,1,['Fortinet']
antidotequarantine.com,1,['Fortinet']
antidotocoronavirus.com,1,['Fortinet']
antidotocoronavirus.es,1,['Fortinet']
antidotocovid19.com,1,['Fortinet']
antietambluecoronavpnnologiesllc.harvestapp.com,0,clean
antietamtechnolocoronavirusiesllc.harvestapp.com,0,clean
antietamtechnologiesllc-coronavirus.harvestapp.com,0,clean
antiicorona.com,1,['Fortinet']
antikbtopcovid19.monday.com,0,clean
antikoronavir.ru,1,['Fortinet']
antikoronavirus.com,1,['Fortinet']
antikoronavirus.cz,1,['Fortinet']
antikoronavirus.eu,1,['Fortinet']
